INSTRUMENT,SYMBOL,EXPIRY_DT,EXPIRY_DT_FINAL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,ABFRL,26-Sep-2024,2024-09-26,335.00,CE,1.40,1.50,1.40,1.50,6.65,9,78.7358,384800,-23400,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,320.00,PE,0.00,0.00,0.00,17.25,22.75,0,0.00,2600,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,320.00,CE,0.00,0.00,0.00,37.00,21.60,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,26-Sep-2024,2024-09-26,300.00,CE,19.00,19.00,19.00,19.00,19.00,1,8.294,439400,-2600,05-SEP-2024
OPTSTK,ABFRL,26-Sep-2024,2024-09-26,300.00,PE,2.65,2.80,2.30,2.75,2.75,15,117.9932,1180400,-39000,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,300.00,PE,0.00,0.00,0.00,16.65,13.40,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,300.00,CE,0.00,0.00,0.00,48.10,32.05,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,355.00,CE,0.00,0.00,0.00,10.70,9.70,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,26-Sep-2024,2024-09-26,355.00,CE,0.00,0.00,0.00,1.15,2.70,0,0.00,33800,0,05-SEP-2024
OPTSTK,ABFRL,26-Sep-2024,2024-09-26,290.00,CE,0.00,0.00,0.00,32.80,30.30,0,0.00,23400,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,305.00,PE,0.00,0.00,0.00,17.35,15.50,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,290.00,CE,0.00,0.00,0.00,54.45,38.35,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,290.00,PE,0.00,0.00,0.00,13.15,9.85,0,0.00,0,0,05-SEP-2024
OPTSTK,ABFRL,31-Oct-2024,2024-10-31,305.00,CE,0.00,0.00,0.00,29.85,29.15,0,0.00,0,0,05-SEP-2024
